area,ciudad,conglomerado,panelm,vivienda,hogar,s91p7,s91p8a,s91p8b,s91p8c,s91p8d,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s91p10,s91p111,s91p112,s91p113,s91p114,s91p115,s91p121,s91p122,s91p123,s91p124,s91p125,s91p126,s91p131,s91p132,s91p133,estrato,fexp,upm,id_vivienda,id_hogar,periodo
1,80150,007304,028,09,1,1,1,1,1,1,2,2,1,1,2,1,3,2,2,2,1,2,5,5,5,5,5,5,4,3,4,0811,311.96735121277,080150007304,08015000730402809,080150007304028091,202210
1,80150,007304,028,10,1,1,1,1,1,1,2,2,1,1,2,1,3,2,2,2,2,2,3,3,4,4,4,3,3,3,3,0811,311.96735121277,080150007304,08015000730402810,080150007304028101,202210
1,80150,007405,013,01,1,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,5,5,3,4,4,4,0811,174.566460053746,080150007405,08015000740501301,080150007405013011,202210
1,80150,007405,013,02,1,1,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,3,4,4,3,3,3,3,4,3,0811,174.566460053746,080150007405,08015000740501302,080150007405013021,202210
1,80150,007405,013,03,1,3,2,1,1,2,2,2,2,1,2,2,4,2,2,2,2,2,1,5,5,3,4,1,1,4,5,0811,174.566460053746,080150007405,08015000740501303,080150007405013031,202210
1,80150,007405,013,04,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,1,1,1,4,4,1,1,3,2,0811,174.566460053746,080150007405,08015000740501304,080150007405013041,202210
1,80150,007405,013,05,1,3,1,7,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3,2,2,3,3,3,3,3,3,0811,174.566460053746,080150007405,08015000740501305,080150007405013051,202210
1,80150,007405,013,06,1,3,1,5,2,1,1,2,1,1,2,1,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,0811,174.566460053746,080150007405,08015000740501306,080150007405013061,202210
1,80150,007405,013,07,1,3,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,3,3,4,3,3,3,3,2,3,0811,174.566460053746,080150007405,08015000740501307,080150007405013071,202210
1,80150,008302,028,01,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,2,4,5,4,5,0811,151.212433148767,080150008302,08015000830202801,080150008302028011,202210
1,80150,008302,028,02,1,3,1,2,1,1,1,1,1,2,1,1,3,2,2,2,2,2,5,5,4,4,5,5,3,3,4,0811,151.212433148767,080150008302,08015000830202802,080150008302028021,202210
1,80150,008302,028,05,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,5,5,3,3,3,0811,151.212433148767,080150008302,08015000830202805,080150008302028051,202210
1,80150,008302,028,06,1,3,1,1,1,1,2,2,1,1,1,1,4,2,2,1,1,1,2,2,2,2,2,2,4,4,4,0811,151.212433148767,080150008302,08015000830202806,080150008302028061,202210
1,80150,008302,028,07,1,3,1,1,2,1,2,1,1,1,1,1,3,2,2,2,2,2,5,4,4,5,4,4,3,3,5,0811,151.212433148767,080150008302,08015000830202807,080150008302028071,202210
1,80150,008302,028,08,1,3,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,4,3,3,4,4,4,3,2,4,0811,151.212433148767,080150008302,08015000830202808,080150008302028081,202210
1,80150,008302,028,09,1,2,1,2,3,1,2,1,1,1,1,2,4,2,2,2,2,2,5,5,5,5,5,5,3,3,4,0811,151.212433148767,080150008302,08015000830202809,080150008302028091,202210
1,80150,010306,025,01,1,3,1,1,2,1,2,2,1,1,1,1,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,0811,218.669032765203,080150010306,08015001030602501,080150010306025011,202210
1,80150,010306,025,03,1,3,6,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,5,3,3,4,4,4,1,5,4,0811,218.669032765203,080150010306,08015001030602503,080150010306025031,202210
1,80150,010306,025,04,1,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,3,3,3,3,3,1,5,5,0811,218.669032765203,080150010306,08015001030602504,080150010306025041,202210
1,80150,010306,025,05,1,3,1,2,2,2,1,2,1,2,2,2,4,2,2,2,2,2,3,3,3,3,3,3,4,4,3,0811,218.669032765203,080150010306,08015001030602505,080150010306025051,202210
1,80150,010306,025,06,1,3,6,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,4,3,3,3,4,3,4,4,4,0811,218.669032765203,080150010306,08015001030602506,080150010306025061,202210
1,80150,010306,025,07,1,3,1,1,2,1,2,2,1,1,2,2,4,2,2,2,2,2,4,4,4,4,5,2,1,5,5,0811,218.669032765203,080150010306,08015001030602507,080150010306025071,202210
1,80150,010306,025,08,1,3,6,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,5,3,4,4,5,5,1,3,3,0811,218.669032765203,080150010306,08015001030602508,080150010306025081,202210
1,80150,012005,015,01,1,3,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,5,4,4,5,5,5,4,4,4,0811,122.774108788162,080150012005,08015001200501501,080150012005015011,202210
1,80150,012005,015,02,1,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,4,4,3,4,5,1,3,4,3,0811,122.774108788162,080150012005,08015001200501502,080150012005015021,202210
1,80150,012005,015,03,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,4,1,2,4,0811,122.774108788162,080150012005,08015001200501503,080150012005015031,202210
1,80150,012005,015,04,1,3,6,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,4,3,3,3,4,3,3,0811,122.774108788162,080150012005,08015001200501504,080150012005015041,202210
1,80150,012005,015,05,1,3,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,4,3,3,3,4,3,3,4,3,0811,122.774108788162,080150012005,08015001200501505,080150012005015051,202210
1,80150,012005,015,06,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,5,1,1,1,4,0811,122.774108788162,080150012005,08015001200501506,080150012005015061,202210
1,80150,012005,015,07,1,3,1,2,2,2,1,2,1,2,1,2,4,2,1,2,2,1,5,5,5,5,5,5,1,5,5,0811,122.774108788162,080150012005,08015001200501507,080150012005015071,202210
1,80150,012302,028,03,1,2,1,1,2,1,1,1,2,2,1,2,4,2,2,2,2,2,4,4,4,2,4,3,2,2,4,0813,435.145647719058,080150012302,08015001230202803,080150012302028031,202210
1,80150,012302,028,04,1,3,1,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0813,435.145647719058,080150012302,08015001230202804,080150012302028041,202210
1,80150,012302,028,05,1,3,1,3,3,1,1,1,1,2,1,2,5,2,2,2,2,2,5,5,5,5,5,5,4,4,5,0813,435.145647719058,080150012302,08015001230202805,080150012302028051,202210
1,80150,012302,028,07,1,3,1,1,1,1,1,2,2,1,1,1,3,2,2,2,2,2,4,4,5,4,5,5,3,2,4,0813,435.145647719058,080150012302,08015001230202807,080150012302028071,202210
1,80150,012302,028,08,1,3,1,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,3,4,3,3,3,3,1,1,2,0813,435.145647719058,080150012302,08015001230202808,080150012302028081,202210
1,80150,012302,028,09,1,3,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,5,5,3,1,1,1,4,4,5,0813,435.145647719058,080150012302,08015001230202809,080150012302028091,202210
1,80150,012302,028,10,1,3,1,1,1,1,2,2,2,2,2,2,4,1,1,2,1,2,3,3,3,3,4,4,5,5,5,0813,435.145647719058,080150012302,08015001230202810,080150012302028101,202210
1,80150,012503,028,01,1,3,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,3,3,3,3,4,4,3,3,3,0812,510.805876970332,080150012503,08015001250302801,080150012503028011,202210
1,80150,012503,028,02,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,0812,510.805876970332,080150012503,08015001250302802,080150012503028021,202210
1,80150,012503,028,03,1,3,1,1,1,1,2,1,1,1,2,1,4,2,2,2,2,2,2,1,1,1,1,1,3,2,2,0812,510.805876970332,080150012503,08015001250302803,080150012503028031,202210
1,80150,012503,028,04,1,2,1,1,1,1,1,1,2,1,1,1,4,2,2,2,2,2,3,4,4,5,5,5,3,4,4,0812,510.805876970332,080150012503,08015001250302804,080150012503028041,202210
1,80150,012503,028,05,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,4,4,3,4,4,4,3,3,4,0812,510.805876970332,080150012503,08015001250302805,080150012503028051,202210
1,80150,012503,028,06,1,2,1,2,2,1,1,1,2,1,1,2,4,1,1,1,1,1,5,5,4,4,4,4,3,4,4,0812,510.805876970332,080150012503,08015001250302806,080150012503028061,202210
1,80150,012503,028,07,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,3,3,0812,510.805876970332,080150012503,08015001250302807,080150012503028071,202210
1,80150,013401,015,02,1,1,1,1,1,1,2,1,1,2,2,2,3,2,2,2,2,2,5,5,5,5,5,5,3,3,3,0813,236.86227283194,080150013401,08015001340101502,080150013401015021,202210
1,80150,013401,015,03,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,2,5,2,0813,236.86227283194,080150013401,08015001340101503,080150013401015031,202210
1,80150,013401,015,04,1,1,1,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,5,5,5,5,5,5,3,2,2,0813,236.86227283194,080150013401,08015001340101504,080150013401015041,202210
1,80150,013401,015,05,1,3,1,1,1,1,2,1,1,2,2,1,3,1,2,2,2,2,5,4,5,3,5,3,1,5,5,0813,236.86227283194,080150013401,08015001340101505,080150013401015051,202210
1,80150,013401,015,06,1,3,1,1,1,1,2,2,2,1,2,2,3,2,2,2,2,2,5,5,5,5,5,3,5,4,5,0813,236.86227283194,080150013401,08015001340101506,080150013401015061,202210
1,80150,013401,015,07,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,5,5,5,5,5,4,2,4,2,0813,236.86227283194,080150013401,08015001340101507,080150013401015071,202210
1,80150,013401,015,08,1,3,1,1,1,1,2,2,2,1,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0813,236.86227283194,080150013401,08015001340101508,080150013401015081,202210
1,80150,014805,013,01,1,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,4,4,3,3,3,1,1,4,5,0813,630.150945680788,080150014805,08015001480501301,080150014805013011,202210
1,80150,014805,013,03,1,3,1,1,1,1,2,1,1,1,2,2,4,2,2,2,2,2,3,3,3,3,3,3,4,4,4,0813,630.150945680788,080150014805,08015001480501303,080150014805013031,202210
1,80150,014805,013,04,1,3,1,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,5,5,4,5,5,4,3,3,3,0813,630.150945680788,080150014805,08015001480501304,080150014805013041,202210
1,80150,014805,013,05,1,3,1,1,1,2,2,1,1,1,2,2,3,2,2,2,2,2,4,5,5,5,5,4,3,4,5,0813,630.150945680788,080150014805,08015001480501305,080150014805013051,202210
1,80150,014805,013,06,1,1,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,4,3,3,4,3,3,3,2,3,0813,630.150945680788,080150014805,08015001480501306,080150014805013061,202210
1,80150,014805,013,07,1,3,1,1,1,1,1,1,1,1,2,1,4,2,2,2,2,2,3,4,4,4,5,2,1,5,1,0813,630.150945680788,080150014805,08015001480501307,080150014805013071,202210
1,80150,014805,013,09,1,3,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,3,3,3,4,4,4,3,4,4,0813,630.150945680788,080150014805,08015001480501309,080150014805013091,202210
1,80150,016103,025,01,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,5,5,5,0812,616.799712606697,080150016103,08015001610302501,080150016103025011,202210
1,80150,016103,025,02,1,2,1,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,5,5,5,5,5,4,3,3,2,0812,616.799712606697,080150016103,08015001610302502,080150016103025021,202210
1,80150,016103,025,03,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0812,616.799712606697,080150016103,08015001610302503,080150016103025031,202210
1,80150,016103,025,04,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,5,5,5,0812,616.799712606697,080150016103,08015001610302504,080150016103025041,202210
1,80150,016103,025,05,1,3,1,1,1,1,2,1,1,2,2,2,3,2,2,2,2,2,5,5,5,4,4,4,3,3,3,0812,616.799712606697,080150016103,08015001610302505,080150016103025051,202210
1,80150,016103,025,07,1,3,1,7,7,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,1,2,0812,616.799712606697,080150016103,08015001610302507,080150016103025071,202210
1,80150,016103,025,09,1,1,1,1,1,1,2,2,1,1,1,1,4,2,2,1,2,2,4,4,3,4,4,4,3,2,2,0812,616.799712606697,080150016103,08015001610302509,080150016103025091,202210
1,80150,016505,013,01,1,3,1,2,2,1,1,2,1,1,1,1,4,2,2,2,2,2,4,4,4,4,4,4,3,3,3,0813,328.583879657382,080150016505,08015001650501301,080150016505013011,202210
1,80150,016505,013,02,1,3,1,1,1,1,1,2,1,2,1,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0813,328.583879657382,080150016505,08015001650501302,080150016505013021,202210
1,80150,016505,013,04,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,4,4,3,5,5,3,0813,328.583879657382,080150016505,08015001650501304,080150016505013041,202210
1,80150,016505,013,06,1,3,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2,4,4,4,4,4,4,2,2,2,0813,328.583879657382,080150016505,08015001650501306,080150016505013061,202210
1,80150,016505,013,07,1,3,1,1,1,1,2,2,1,2,2,2,4,2,2,2,2,2,5,5,5,5,5,1,1,5,2,0813,328.583879657382,080150016505,08015001650501307,080150016505013071,202210
1,80150,016505,013,08,1,3,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,5,5,5,5,5,1,1,5,5,0813,328.583879657382,080150016505,08015001650501308,080150016505013081,202210
1,80150,016505,013,10,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,1,4,5,2,0813,328.583879657382,080150016505,08015001650501310,080150016505013101,202210
1,80150,017502,013,01,1,3,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,4,4,4,5,4,4,3,3,5,0812,506.826666632958,080150017502,08015001750201301,080150017502013011,202210
1,80150,017502,013,02,1,3,2,5,1,1,1,1,1,2,1,1,1,2,2,2,2,2,5,5,5,4,5,3,4,3,5,0812,506.826666632958,080150017502,08015001750201302,080150017502013021,202210
1,80150,017502,013,03,1,3,2,5,5,2,1,1,1,1,1,1,5,2,2,2,2,2,5,5,5,5,5,1,3,4,5,0812,506.826666632958,080150017502,08015001750201303,080150017502013031,202210
1,80150,017502,013,04,1,3,1,5,1,2,2,2,2,2,1,2,2,2,2,1,2,2,5,5,5,1,1,3,3,5,5,0812,506.826666632958,080150017502,08015001750201304,080150017502013041,202210
1,80150,017502,013,05,1,3,6,1,2,1,1,2,2,2,1,1,5,2,2,2,2,2,3,5,5,5,5,2,3,4,5,0812,506.826666632958,080150017502,08015001750201305,080150017502013051,202210
1,80150,017502,013,06,1,3,1,1,2,1,2,2,1,1,2,1,4,2,2,2,2,2,4,4,5,3,5,5,3,2,5,0812,506.826666632958,080150017502,08015001750201306,080150017502013061,202210
1,80150,017502,013,07,1,3,1,1,2,1,2,2,1,1,1,1,4,2,2,2,2,2,4,4,5,5,4,4,3,3,4,0812,506.826666632958,080150017502,08015001750201307,080150017502013071,202210
1,80150,022403,015,01,1,3,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,2,3,4,5,5,5,5,5,5,5,0813,487.318451014954,080150022403,08015002240301501,080150022403015011,202210
1,80150,022403,015,02,1,3,1,1,1,1,2,1,1,1,2,2,4,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0813,487.318451014954,080150022403,08015002240301502,080150022403015021,202210
1,80150,022403,015,03,1,2,1,1,2,2,2,2,1,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,3,3,4,0813,487.318451014954,080150022403,08015002240301503,080150022403015031,202210
1,80150,022403,015,04,1,3,1,1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0813,487.318451014954,080150022403,08015002240301504,080150022403015041,202210
1,80150,022403,015,05,1,3,1,1,2,1,2,2,1,1,2,2,3,2,2,2,2,2,4,4,4,3,4,4,3,2,2,0813,487.318451014954,080150022403,08015002240301505,080150022403015051,202210
1,80150,022403,015,06,1,3,1,1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,4,4,4,4,4,4,3,3,3,0813,487.318451014954,080150022403,08015002240301506,080150022403015061,202210
1,80150,022403,015,07,1,3,1,1,2,1,2,2,1,1,1,1,3,2,2,2,2,2,4,4,5,4,5,5,3,3,4,0813,487.318451014954,080150022403,08015002240301507,080150022403015071,202210
1,80150,023705,015,01,1,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,4,4,5,4,2,5,1,1,5,0812,116.42500388513,080150023705,08015002370501501,080150023705015011,202210
1,80150,023705,015,02,1,3,6,1,2,1,2,2,2,1,2,2,3,2,2,2,2,2,4,3,1,3,3,4,3,4,3,0812,116.42500388513,080150023705,08015002370501502,080150023705015021,202210
1,80150,023705,015,03,1,3,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,2,4,4,4,4,3,5,3,4,4,0812,116.42500388513,080150023705,08015002370501503,080150023705015031,202210
1,80150,023705,015,04,1,3,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,4,4,4,2,4,2,3,3,3,0812,116.42500388513,080150023705,08015002370501504,080150023705015041,202210
1,80150,023705,015,05,1,3,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,5,4,5,5,5,5,1,5,3,0812,116.42500388513,080150023705,08015002370501505,080150023705015051,202210
1,80150,023705,015,06,1,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,5,5,5,5,1,5,3,0812,116.42500388513,080150023705,08015002370501506,080150023705015061,202210
1,80150,023705,015,07,1,3,6,4,4,1,2,2,2,2,1,1,3,2,2,2,2,2,3,4,3,3,5,4,3,3,3,0812,116.42500388513,080150023705,08015002370501507,080150023705015071,202210
1,80150,024102,015,01,1,3,1,7,7,1,2,2,2,2,2,2,3,2,2,2,1,1,2,2,2,2,2,2,3,3,3,0811,185.978746802711,080150024102,08015002410201501,080150024102015011,202210
1,80150,024102,015,02,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0811,185.978746802711,080150024102,08015002410201502,080150024102015021,202210
1,80150,024102,015,03,1,3,1,2,2,2,1,1,1,1,2,2,4,2,2,2,2,2,4,5,4,4,4,4,3,3,3,0811,185.978746802711,080150024102,08015002410201503,080150024102015031,202210
1,80150,024102,015,04,1,3,1,1,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4,0811,185.978746802711,080150024102,08015002410201504,080150024102015041,202210
1,80150,024102,015,05,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,0811,185.978746802711,080150024102,08015002410201505,080150024102015051,202210
1,80150,024102,015,06,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0811,185.978746802711,080150024102,08015002410201506,080150024102015061,202210
1,80150,024102,015,07,1,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0811,185.978746802711,080150024102,08015002410201507,080150024102015071,202210
1,80150,026001,013,01,1,3,2,2,2,2,1,1,1,1,2,1,5,2,2,2,2,2,4,5,5,5,5,5,5,5,5,0811,241.971205037303,080150026001,08015002600101301,080150026001013011,202210
1,80150,026001,013,02,1,3,1,1,2,1,2,1,1,1,1,2,4,2,2,2,2,2,4,4,3,4,5,5,3,3,4,0811,241.971205037303,080150026001,08015002600101302,080150026001013021,202210
1,80150,026001,013,03,1,3,1,1,1,1,2,1,1,1,2,1,4,2,2,2,2,2,3,5,5,1,1,1,3,4,4,0811,241.971205037303,080150026001,08015002600101303,080150026001013031,202210
1,80150,026001,013,04,1,2,1,1,2,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0811,241.971205037303,080150026001,08015002600101304,080150026001013041,202210
1,80150,026001,013,05,1,3,1,1,2,1,2,2,1,2,1,1,4,2,2,2,2,2,4,4,4,4,5,4,3,3,4,0811,241.971205037303,080150026001,08015002600101305,080150026001013051,202210
1,80150,026001,013,06,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,2,3,4,4,0811,241.971205037303,080150026001,08015002600101306,080150026001013061,202210
1,80150,026001,013,07,1,3,1,1,3,1,1,1,1,2,1,2,3,2,2,2,2,2,1,2,2,4,5,5,3,4,4,0811,241.971205037303,080150026001,08015002600101307,080150026001013071,202210
1,80150,027204,013,01,1,3,1,2,1,1,2,2,1,2,1,1,4,2,2,2,2,2,5,5,5,4,4,5,2,2,4,0811,179.309477006823,080150027204,08015002720401301,080150027204013011,202210
1,80150,027204,013,02,1,3,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,3,3,0811,179.309477006823,080150027204,08015002720401302,080150027204013021,202210
1,80150,027204,013,03,1,3,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,2,3,3,3,3,3,3,4,4,4,0811,179.309477006823,080150027204,08015002720401303,080150027204013031,202210
1,80150,027204,013,04,1,3,1,1,2,1,2,2,1,1,1,1,5,2,2,1,2,2,5,5,5,5,5,3,1,3,5,0811,179.309477006823,080150027204,08015002720401304,080150027204013041,202210
1,80150,027204,013,05,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0811,179.309477006823,080150027204,08015002720401305,080150027204013051,202210
1,80150,027204,013,06,1,3,1,2,1,1,2,1,1,1,1,1,4,2,2,2,2,2,5,5,5,4,5,5,4,4,5,0811,179.309477006823,080150027204,08015002720401306,080150027204013061,202210
1,80150,027204,013,07,1,3,1,1,2,1,2,2,1,1,1,1,4,2,2,2,2,2,5,4,4,3,4,5,3,3,5,0811,179.309477006823,080150027204,08015002720401307,080150027204013071,202210
1,80150,027404,028,01,1,3,1,1,1,2,2,2,1,2,1,1,4,2,2,2,2,2,4,4,4,3,2,1,5,4,4,0812,369.713896701777,080150027404,08015002740402801,080150027404028011,202210
1,80150,027404,028,02,1,3,1,1,1,1,2,1,2,1,2,1,5,2,2,2,2,2,5,3,4,5,5,1,1,1,1,0812,369.713896701777,080150027404,08015002740402802,080150027404028021,202210
1,80150,027404,028,03,1,3,1,1,1,1,2,2,1,2,2,2,4,2,1,2,2,2,4,3,3,4,4,3,4,4,4,0812,369.713896701777,080150027404,08015002740402803,080150027404028031,202210
1,80150,027404,028,05,1,3,1,1,1,1,2,1,1,2,2,2,4,2,2,2,2,2,3,3,4,4,4,4,3,3,3,0812,369.713896701777,080150027404,08015002740402805,080150027404028051,202210
1,80150,027404,028,06,1,3,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,5,5,5,3,5,3,3,5,3,0812,369.713896701777,080150027404,08015002740402806,080150027404028061,202210
1,80150,027404,028,07,1,3,1,2,2,1,1,1,1,1,1,1,4,2,2,2,2,2,3,5,5,4,4,5,5,5,5,0812,369.713896701777,080150027404,08015002740402807,080150027404028071,202210
1,80150,027404,028,08,1,3,6,1,1,1,2,2,1,2,1,1,3,2,1,2,2,1,5,5,5,5,5,1,5,5,5,0812,369.713896701777,080150027404,08015002740402808,080150027404028081,202210
1,80150,028002,013,01,1,3,1,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,4,5,5,5,3,3,0812,164.803601036814,080150028002,08015002800201301,080150028002013011,202210
1,80150,028002,013,02,1,3,1,2,1,1,1,1,1,1,2,1,4,2,2,2,2,2,3,4,3,3,3,3,4,4,4,0812,164.803601036814,080150028002,08015002800201302,080150028002013021,202210
1,80150,028002,013,04,1,3,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,3,4,3,3,3,3,3,0812,164.803601036814,080150028002,08015002800201304,080150028002013041,202210
1,80150,028002,013,05,1,3,1,2,2,1,2,2,1,2,2,2,4,2,2,2,2,2,1,1,3,4,4,4,5,3,3,0812,164.803601036814,080150028002,08015002800201305,080150028002013051,202210
1,80150,028002,013,06,1,3,1,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,3,3,4,3,0812,164.803601036814,080150028002,08015002800201306,080150028002013061,202210
1,80150,028002,013,07,1,1,1,1,1,1,2,1,1,1,1,2,5,2,2,2,2,2,5,5,4,3,3,3,4,4,4,0812,164.803601036814,080150028002,08015002800201307,080150028002013071,202210
1,80150,028002,013,08,1,3,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,4,4,1,4,4,1,3,3,3,0812,164.803601036814,080150028002,08015002800201308,080150028002013081,202210
1,80150,028603,028,02,1,3,1,1,1,1,2,2,2,2,2,2,4,1,1,1,1,1,3,3,3,3,3,3,1,1,1,0812,313.509243502296,080150028603,08015002860302802,080150028603028021,202210
1,80150,028603,028,03,1,2,1,2,2,1,1,1,1,2,1,2,4,2,2,2,2,2,4,4,5,4,5,4,2,4,4,0812,313.509243502296,080150028603,08015002860302803,080150028603028031,202210
1,80150,028603,028,04,1,3,1,1,2,1,2,2,1,2,2,1,4,2,2,2,2,2,4,4,3,4,4,5,3,4,4,0812,313.509243502296,080150028603,08015002860302804,080150028603028041,202210
1,80150,028603,028,05,1,2,1,2,2,1,1,1,1,2,2,1,4,2,2,2,2,2,4,4,3,3,4,3,2,2,3,0812,313.509243502296,080150028603,08015002860302805,080150028603028051,202210
1,80150,028603,028,06,1,2,1,2,2,1,2,1,1,1,2,1,4,2,2,2,2,2,2,4,4,5,4,5,2,3,3,0812,313.509243502296,080150028603,08015002860302806,080150028603028061,202210
1,80150,028603,028,07,1,3,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,2,3,3,3,3,3,3,4,4,4,0812,313.509243502296,080150028603,08015002860302807,080150028603028071,202210
1,80150,028603,028,07,2,3,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4,0812,313.509243502296,080150028603,08015002860302807,080150028603028072,202210
1,80150,028603,028,09,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,0812,313.509243502296,080150028603,08015002860302809,080150028603028091,202210
2,80154,900901,013,01,1,3,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,4,5,5,5,5,1,4,1,0821,367.547429996839,080154900901,08015490090101301,080154900901013011,202210
2,80154,900901,013,02,1,3,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,1,3,3,3,3,4,4,4,4,4,0821,367.547429996839,080154900901,08015490090101302,080154900901013021,202210
2,80154,900901,013,03,1,3,1,1,1,1,2,2,1,2,2,2,4,2,2,2,2,2,3,2,2,5,5,5,5,4,5,0821,367.547429996839,080154900901,08015490090101303,080154900901013031,202210
2,80154,900901,013,04,1,1,1,2,7,2,2,2,1,2,2,2,3,2,2,2,2,2,5,4,5,5,5,1,2,3,1,0821,367.547429996839,080154900901,08015490090101304,080154900901013041,202210
