area,ciudad,conglomerado,vivienda,hogar,estrato4,fexp4,sel,upm,id_hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p10,s101p111,s101p11111,s101p112,s101p11112,s101p113,s101p11113,s101p114,s101p11114,s101p115,s101p11115,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p127,s101p13,s101p141,s101p142,s101p143,s101p144,s101p151,s101p152,s101p153,s101p154,s101p155,s101p156,s101p157,s101p158,s101p159,s101p1510,s101p1511,s101p16,s101p161,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,S12P9,S12P13,S12P16,S12P16C,P1,NACIONAL,ciudad_num,P12,P14
2,020159,000105,07,1,0223,200.324234008789,1,020159000105,020159000105071,1,1,1,1,1,1,6,1,1,1,1,1,2, , ,1,5,5,0,8,1,1,6,1,1,8,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2, ,1,150,2, ,2, ,2, ,1,1,2,1,1,1,1,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,3,3,3,2,1,1,1,2,1,1,20159,1,2
2,040550,901501,09,1,0422,95.709098815918,1,040550901501,040550901501091,1,2,1,2,2,2,6,3,2,3,3,3,1,6,0,1,17,17,1,7,3,3,3,3,4,8,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,4,2,2,1,1,2, ,1,150,2, ,2, ,2, ,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2, ,5,4,5,5,5,1,1,5,5,1,2,1,1,1,1,40550,1,2
2,050350,000402,01,1,0523,299.110198974609,1,050350000402,050350000402011,1,1,1,2,1,2,6,2,2,3,1,8,1,5,0,1,15,15,0,1,8,8,3,3,3,8,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,3,6,2,2,5,1,2, ,1,150,2, ,2, ,2, ,2,1,2,2,2,2,2,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2, ,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,50350,1,1
1,070150,017005,13,1,2813,133.29296875,1,070150017005,070150017005131,1,1,1,1,1,1,3,2,2,3,3,3,1,8,0,1,6,0,0,3,3,8,3,3,3,8,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,2,2,1,1,2, ,1,150,2, ,2, ,2, ,1,1,2,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,70150,1,2
1,100150,012902,01,1,1013,352.996734619141,1,100150012902,100150012902011,2,1,1,2,2,2,3,2,2,8,3,3,1,11,0,1,6,6,0,3,3,8,6,3,3,8,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2, ,1,150,2, ,2, ,2, ,1,2,1,2,1,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,4,4,4,4,5,5,1,1,1,1,1,1,100150,1,1
1,111350,000202,01,1,1111,412.122863769531,1,111350000202,111350000202011,2,2,2,2,2,2,3,3,3,3,3,8,1,5,0,1,5,5,0,3,3,3,3,3,3,8,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,3,1,2,2,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,111350,2,2
2,150150,900901,13,1,1523,79.1411666870117,1,150150900901,150150900901131,1,1,1,2,2,2,6,3,3,3,8,8,1,10,0,1,14,14,0,3,8,8,6,3,8,8,2,3,3,3,3,3,3,3,1,1,2,1,1,2,2,3,3,2,2,2,1,2, ,1,150,2, ,2, ,2, ,2,1,2,2,2,1,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,1,1,1,1,2,5,4,1,1,150150,1,2
1,160150,004605,07,1,1612,52.192741394043,1,160150004605,160150004605071,2,1,1,1,2,1,3,3,3,3,8,3,1,4,0,1,8,8,0,8,8,8,3,3,3,8,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,3,2,1,1,2,1,2, ,1,150,2, ,2, ,2, ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,1,5,5,1,1,1,1,1,1,160150,1,2
2,160163,900102,09,1,1623,20.28782081604,1,160163900102,160163900102091,2,2,2,2,2,2,3,3,3,8,8,3,1,4,0,1,6,6,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,3,2,2,2,1,1,2, ,1,150,2, ,2, ,2, ,2,2,1,1,1,1,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,2,4,4,4,1,2,1,1,2,1,160163,1,2
1,170150,291305,03,1,2511,1057.49011230469,1,170150291305,170150291305031,2,2,2,2,2,2,3,3,3,3,8,8,1,8,0,1,3,0,0,3,3,3,3,3,3,8,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,1,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,4,3,1,99,5,5,1,1,1,1,2,1,170150,1,2
1,170177,090504,13,1,3013,968.428894042969,1,170177090504,170177090504131,1,1,1,1,1,1,6,2,2,2,2,2,1,10,0,1,15,15,0,3,3,8,6,3,3,8,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,3,1,5,5,1,1,2, ,1,150,2, ,2, ,2, ,1,1,2,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,1,5,1,1,1,1,1,1,1,170177,1,2
1,170550,041002,03,1,1713,852.083251953125,1,170550041002,170550041002031,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,9,9,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,2, ,1,150,1,150,2, ,2, ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,2,2,2,1,2,1,1,2,1,170550,1,2
1,170950,001304,07,1,1711,940.906921386719,1,170950001304,170950001304071,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,5,5,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,1,2,2,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,99,3,2,3,3,3,1,1,1,1,2,1,170950,2,1
1,180150,011503,05,1,2912,305.551422119141,1,180150011503,180150011503051,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,7,7,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,1,1,1,1,1,1,1,2,1,180150,2,2
1,180150,025302,11,1,2913,281.06982421875,1,180150025302,180150025302111,1,1,1,1,1,2,3,2,2,2,2,8,2, , ,1,18,18,0,2,3,2,3,3,8,8,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,3,1,2,5,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,180150,1,2
1,180156,000905,01,1,1813,225.191925048828,1,180156000905,180156000905011,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,4,4,0,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,3,1,1,1,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,180156,2,2
2,180650,903603,01,1,1821,376.04931640625,1,180650903603,180650903603011,1,2,2,2,1,2,6,4,4,3,2,4,1,2,0,1,3,0,0,3,4,2,6,8,4,8,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,150,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,2,5,2,1,2,1,2,1,1,180650,2,2
1,220150,002301,07,1,2211,152.673583984375,1,220150002301,220150002301071,1,1,2,2,2,2,6,2,3,3,3,3,1,1,0,1,12,6,6,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,1,1,2,2,1,1,2,3,3,1,1,1,1,2, ,1,150,2, ,2, ,2, ,1,1,1,2,2,2,2,3,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,3,5,5,4,5,5,3,2,2,2,1,2,4,4,1,1,220150,1,1
1,080150,025004,09,1,0811,281.453247070313,1,080150025004,080150025004091,2,2,2,2,2,2,3,3,3,8,8,3,1,6,0,1,5,5,0,3,3,8,3,8,3,8,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,3,2,2,2,1,1,2, ,1,148,2, ,2, ,2, ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,4,5,1,2,1,2,2,1,80150,1,2
2,050550,901703,01,1,0522,208.695617675781,1,050550901703,050550901703011,2,2,2,2,2,2,3,3,3,8,8,8,1,4,0,1,6,6,0,3,8,8,8,3,8,8,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2, ,1,140,2, ,2, ,2, ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,3,1,1,3,99,2,2,1,3,1,2,2,1,50550,1,2
1,080850,003804,15,1,2312,691.579467773438,1,080850003804,080850003804151,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,12,12,0,1,3,3,5,3,3,3,2,3,3,3,3,3,3,3,1,1,2,2,2,1,2,3,2,2,2,2,1,2, ,1,140,2, ,2, ,2, ,1,2,1,2,1,2,2,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,1,2,5,4,2,1,80850,1,1
1,120550,011101,09,1,1211,209.059341430664,1,120550011101,120550011101091,1,1,1,2,2,2,6,1,1,3,3,3,2, , ,1,4,4,0,8,8,8,5,3,8,8,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,3,6,5,5,2,1,2, ,1,140,2, ,2, ,2, ,2,2,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,5,5,1,1,1,1,1,1,120550,1,1
2,170168,082403,05,1,3023,626.99658203125,1,170168082403,170168082403051,1,1,1,1,1,1,6,1,1,1,1,1,1,2,0,1,2,2,0,1,1,8,6,1,1,8,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,6,2,2,1,1,2, ,1,125,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,5,5,5,5,1,5,5,4,1,1,1,1,1,1,170168,2,2
1,050150,001001,07,1,0512,213.776611328125,1,050150001001,050150001001071,1,1,1,1,2,2,6,7,2,3,8,3,2, , ,1,15,15,0,8,8,8,6,2,3,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,3,3,1,2,1,1,2, ,1,120,2, ,2, ,2, ,2,2,1,1,1,1,1,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,4,4,4,1,1,1,1,1,1,50150,1,2
1,050250,002502,03,1,0512,78.8937530517578,1,050250002502,050250002502031,1,2,2,2,2,2,6,3,3,8,8,8,1,6,1,1,10,6,0,3,3,8,6,3,3,8,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,3,2,2,2,1,1,2, ,1,120,2, ,2, ,2, ,1,2,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,5,1,1,4,4,1,1,1,1,1,1,50250,1,2
2,050457,900202,01,1,0522,96.521728515625,1,050457900202,050457900202011,2,2,2,2,2,2,3,4,4,8,8,8,1,6,0,1,7,5,0,3,3,3,8,3,8,8,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,3,6,2,2,1,1,2, ,1,120,2, ,2, ,2, ,1,2,1,2,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,2,4,4,4,2,2,1,1,1,2,3,1,2,1,50457,1,1
1,060150,014602,01,1,0612,162.017059326172,1,060150014602,060150014602011,1,1,1,1,1,1,6,2,2,2,2,2,1,10,0,1,12,12,0,7,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2, ,1,120,2, ,2, ,2, ,2,2,1,1,2,1,1,4,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,60150,1,2
1,070150,039302,01,1,2811,855.300048828125,1,070150039302,070150039302011,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,6,6,0,3,8,8,8,8,8,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,1,5,1,1,1,1,1,2,1,70150,2,2
1,080150,002702,15,1,0812,307.036376953125,1,080150002702,080150002702151,1,1,1,1,1,1,1,1,1,1,1,1,2, , ,1,2,0,0,1,8,8,1,1,1,8,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,3,1,2,1,1,1,2, ,1,120,2, ,2, ,2, ,2,2,1,1,1,1,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,4,4,1,1,2,5,1,1,1,1,1,1,80150,1,2
1,090150,388101,05,1,2612,1442.68334960938,1,090150388101,090150388101051,2,2,2,2,2,2,3,3,3,3,3,3,1,6,2,1,8,8,0,3,3,8,3,3,3,8,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,3,3,3,3,3,1,2, ,1,120,2, ,2, ,2, ,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,1,5,5,1,1,1,1,2,1,90150,1,1
1,090650,011203,07,1,0913,654.153930664063,1,090650011203,090650011203071,2,2,2,2,2,2,3,3,3,3,3,3,1,4,2,1,8,7,1,3,3,3,3,3,3,3,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,120,2, ,2, ,2, ,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,5,3,3,5,1,5,1,5,1,1,1,1,2,1,90650,1,2
1,150150,003007,11,1,1511,73.152229309082,1,150150003007,150150003007111,1,2,2,2,2,2,6,3,3,3,3,8,2, , ,1,5,5,0,8,3,8,6,3,3,8,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,6,2,2,5,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,3,4,3,4,4,4,2,1,3,5,1,1,1,1,1,1,150150,2,2
1,160150,005401,05,1,1613,35.878116607666,1,160150005401,160150005401051,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,12,12,0,3,8,8,3,3,3,8,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,3,1,2,2,1,1,2, ,1,120,2, ,2, ,2, ,2,1,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,4,5,5,3,3,4,4,1,1,1,1,2,1,160150,1,2
1,170156,049003,07,1,3012,849.334533691406,1,170156049003,170156049003071,2,2,2,2,2,2,3,3,3,3,3,3,1,1,0,1,12,6,0,3,3,8,3,3,3,8,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,3,5,1,1,3,1,2, ,1,120,2, ,2, ,2, ,2,2,2,1,2,1,1,4,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,4,1,1,1,1,2,1,170156,1,2
1,170170,098504,01,1,3013,428.010986328125,1,170170098504,170170098504011,2,2,2,2,2,2,3,3,3,3,3,3,1,10,0,1,20,20,20,3,3,3,3,3,3,8,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,3,6,5,5,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,4,5,5,5,1,1,5,2,1,1,1,2,2,1,170170,2,2
2,170175,900201,07,1,3023,1316.69274902344,1,170175900201,170175900201071,1,1,1,1,2,2,6,2,2,3,3,3,1,5,0,1,4,4,0,3,3,3,3,3,3,8,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,5,5,1,1,5,5,1,1,1,1,1,1,170175,1,2
1,170180,113101,05,1,3013,1162.11462402344,1,170180113101,170180113101051,2,2,2,2,2,2,3,3,3,3,3,8,1,2,0,1,3,3,0,3,8,8,8,3,3,8,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,5,5,1,3,4,4,1,1,1,1,2,1,170180,1,2
1,170550,042101,15,1,1713,973.809448242188,1,170550042101,170550042101151,2,2,1,2,2,2,3,3,2,3,3,3,1,9,6,1,30,30,0,7,7,2,8,7,3,8,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,3,4,5,5,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,1,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,1,5,5,1,1,1,1,1,1,170550,1,1
1,180150,026304,15,1,2911,1135.01745605469,1,180150026304,180150026304151,2,2,2,2,2,2,3,8,8,8,8,8,1,4,0,1,5,5,0,3,8,8,3,3,3,8,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,3,6,1,1,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,3,5,2,4,5,5,1,2,2,5,1,1,1,1,2,1,180150,2,2
2,180950,000304,01,1,1823,451.978881835938,1,180950000304,180950000304011,2,2,2,2,2,2,3,3,3,3,8,8,1,5,1,1,10,10,0,3,3,3,3,3,3,8,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,3,2,5,2,2,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,5,5,1,2,5,5,1,1,1,1,2,1,180950,2,2
2,210251,000103,05,1,2123,125.222450256348,1,210251000103,210251000103051,1,1,1,1,1,1,6,3,3,3,3,3,1,2,0,1,7,7,0,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,120,2, ,2, ,2, ,2,1,2,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,2,5,3,1,1,1,1,1,1,210251,1,1
1,210450,000502,09,1,2112,106.701362609863,1,210450000502,210450000502091,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,4,0,3,3,3,3,3,3,3,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,120,2, ,2, ,2, ,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,5,5,5,5,5,5,2,5,5,1,1,1,1,2,1,210450,1,2
1,230150,054604,05,1,2312,410.545257568359,1,230150054604,230150054604051,2,2,2,2,2,2,3,3,3,3,8,3,1,4,0,1,5,5,0,3,8,3,3,3,3,8,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,3,1,5,2,1,1,2, ,1,120,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,3,4,3,3,3,4,1,1,1,1,2,1,230150,2,2
2,160163,000102,09,1,1623,49.2918891906738,1,160163000102,160163000102091,2,2,1,2,2,2,3,3,1,3,3,3,1,4,0,1,5,5,0,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,1,2, ,1,110,2, ,2, ,2, ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,2,5,5,1,1,5,5,1,1,1,1,1,1,160163,1,2
1,170550,042101,03,1,1713,973.809448242188,1,170550042101,170550042101031,2,1,1,2,2,2,3,2,2,8,8,8,1,5,0,1,20,20,0,8,8,2,8,8,7,8,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,3,4,2,2,1,1,2, ,1,110,2, ,2, ,2, ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,5,5,3,1,1,1,1,1,1,170550,2,2
2,180152,902101,11,1,1823,466.103240966797,1,180152902101,180152902101111,2,2,2,1,1,1,3,3,3,3,3,3,1,5,1,1,10,10,0,3,3,8,3,3,8,8,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2, ,1,110,2, ,2, ,2, ,2,2,2,2,2,1,1,4,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,3,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,180152,1,1
1,160252,000903,01,1,1612,78.8690338134766,1,160252000903,160252000903011,2,2,2,2,2,2,3,3,3,3,3,3,1,2,1,1,2,2,0,3,3,3,3,3,8,8,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,105,2, ,2, ,2, ,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,5,3,2,1,1,1,1,2,1,160252,1,2
1,010150,003705,05,1,2712,214.881256103516,1,010150003705,010150003705051,2,2,2,2,2,2,3,3,3,3,3,3,1,3,0,1,5,5,2,1,3,3,8,3,3,3,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,3,3,2,2,2,1,2, ,1,100,2, ,2, ,2, ,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2, ,5,5,5,5,5,5,99,5,3,1,1,1,1,2,1,10150,1,2
1,020150,002603,09,1,0211,178.232925415039,1,020150002603,020150002603091,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,10,10,0,3,8,8,8,3,3,8,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,2,2,2,1,2, ,1,100,2, ,2, ,2, ,2,2,2,2,2,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,3,3,3,4,4,5,1,1,1,1,2,1,20150,1,1
1,020150,003503,07,1,0212,105.000556945801,1,020150003503,020150003503071,2,2,2,2,2,2,3,3,3,3,3,3,1,10,0,1,15,0,0,3,3,3,3,3,3,3,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,3,6,2,2,2,1,2, ,1,100,2, ,2, ,2, ,2,2,2,1,1,1,1,5,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2, ,5,3,1,5,5,1,1,3,5,1,1,1,1,2,1,20150,1,2
1,020150,003503,09,1,0212,105.000556945801,1,020150003503,020150003503091,2,2,2,1,2,2,3,3,3,3,3,3,1,2,0,1,8,8,0,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,3,1,2,2,1,1,2, ,1,100,2, ,2, ,2, ,2,2,2,2,2,1,1,4,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2, ,2,3,4,5,5,1,1,3,4,1,1,1,1,1,1,20150,1,2
1,020150,004301,03,1,0211,172.990783691406,1,020150004301,020150004301031,1,1,1,2,2,2,6,2,2,3,3,3,1,4,0,1,11,11,0,3,3,7,3,3,3,3,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,3,3,3,3,3,1,2, ,1,100,2, ,2, ,2, ,1,2,1,2,2,1,1,5,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,5,5,2,5,5,1,1,1,1,1,1,1,2,1,1,20150,1,2
2,020151,000104,05,1,0222,138.001754760742,1,020151000104,020151000104051,2,2,2,2,2,2,3,3,3,3,8,3,1,2,0,1,5,3,0,3,3,8,3,8,3,8,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,3,1,1,1,1,1,2, ,1,100,2, ,2, ,2, ,2,2,1,2,2,1,1,4,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2, ,5,5,5,5,5,5,1,5,3,1,1,2,1,2,1,20151,1,2
1,020160,000210,15,1,0213,109.079971313477,1,020160000210,020160000210151,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,8,8,0,3,3,3,3,3,3,8,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,3,2,5,5,1,1,2, ,1,100,2, ,2, ,2, ,2,2,1,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,5,4,5,3,1,4,4,1,1,1,1,2,1,20160,1,2
1,040150,008304,15,1,0413,206.666397094727,1,040150008304,040150008304151,2,2,2,2,2,2,3,3,3,8,8,8,1,10,0,1,15,15,10,1,1,1,5,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2, ,1,100,2, ,2, ,2, ,2,2,2,1,2,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,1,5,4,1,1,1,1,2,1,40150,1,1
2,040151,900402,11,1,0421,74.7767333984375,1,040151900402,040151900402111,1,2,2,2,2,2,6,3,3,3,3,3,1,6,0,1,9,9,0,3,3,3,6,3,3,8,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,1,1,1,1,2, ,1,100,2, ,2, ,2, ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,5,5,5,2,1,5,5,1,2,1,1,1,1,40151,2,2
